"Year","Question","Area","Area_abbr","Demographics_Type","Demographics_Value","Percent","Low_Confidence_Interval","High_Confidence_Interval","Confidence_Interval_Formatted"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","South Dakota","SD","Sex","Male","26.5","21.8","31.8","26.5 (CI 21.8 - 31.8)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","South Dakota","SD","Total","Total","35.7","31.5","40.1","35.7 (CI 31.5 - 40.1)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Tennessee","TN","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Tennessee","TN","RaceEthnicity","Asian, NH","32.6","19.0","49.9","32.6 (CI 19.0 - 49.9)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Tennessee","TN","RaceEthnicity","Black, NH","30.4","26.0","35.3","30.4 (CI 26.0 - 35.3)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Tennessee","TN","RaceEthnicity","Hispanic","40.6","33.4","48.1","40.6 (CI 33.4 - 48.1)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Tennessee","TN","RaceEthnicity","Multiple race, NH","50.1","39.9","60.3","50.1 (CI 39.9 - 60.3)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Tennessee","TN","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Tennessee","TN","RaceEthnicity","White, NH","39.3","34.0","44.9","39.3 (CI 34.0 - 44.9)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Tennessee","TN","Sex","Female","47.1","43.0","51.3","47.1 (CI 43.0 - 51.3)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Tennessee","TN","Sex","Male","27.9","23.4","32.8","27.9 (CI 23.4 - 32.8)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Tennessee","TN","Total","Total","37.5","33.8","41.5","37.5 (CI 33.8 - 41.5)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Texas","TX","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Texas","TX","RaceEthnicity","Asian, NH","32.2","17.3","51.8","32.2 (CI 17.3 - 51.8)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Texas","TX","RaceEthnicity","Black, NH","33.8","27.6","40.6","33.8 (CI 27.6 - 40.6)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Texas","TX","RaceEthnicity","Hispanic","37.9","33.1","43.0","37.9 (CI 33.1 - 43.0)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Texas","TX","RaceEthnicity","Multiple race, NH","41.0","20.8","64.7","41.0 (CI 20.8 - 64.7)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Texas","TX","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Texas","TX","RaceEthnicity","White, NH","40.8","35.5","46.4","40.8 (CI 35.5 - 46.4)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Texas","TX","Sex","Female","48.6","44.4","52.8","48.6 (CI 44.4 - 52.8)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Texas","TX","Sex","Male","28.3","25.3","31.4","28.3 (CI 25.3 - 31.4)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Texas","TX","Total","Total","38.3","35.4","41.3","38.3 (CI 35.4 - 41.3)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","United States","XX","RaceEthnicity","AI/AN, NH","45.5","32.7","58.9","45.5 (CI 32.7 - 58.9)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","United States","XX","RaceEthnicity","Asian, NH","31.6","27.4","36.1","31.6 (CI 27.4 - 36.1)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","United States","XX","RaceEthnicity","Black, NH","31.5","28.8","34.3","31.5 (CI 28.8 - 34.3)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","United States","XX","RaceEthnicity","Hispanic","40.0","38.0","42.1","40.0 (CI 38.0 - 42.1)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","United States","XX","RaceEthnicity","Multiple race, NH","45.2","38.7","51.9","45.2 (CI 38.7 - 51.9)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","United States","XX","RaceEthnicity","NHOPI, NH","36.8","22.6","53.7","36.8 (CI 22.6 - 53.7)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","United States","XX","RaceEthnicity","White, NH","36.0","34.1","38.0","36.0 (CI 34.1 - 38.0)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","United States","XX","Sex","Female","46.6","44.4","48.9","46.6 (CI 44.4 - 48.9)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","United States","XX","Sex","Male","26.8","25.2","28.4","26.8 (CI 25.2 - 28.4)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","United States","XX","Total","Total","36.7","35.1","38.3","36.7 (CI 35.1 - 38.3)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Utah","UT","RaceEthnicity","AI/AN, NH","43.3","24.4","64.3","43.3 (CI 24.4 - 64.3)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Utah","UT","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Utah","UT","RaceEthnicity","Black, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Utah","UT","RaceEthnicity","Hispanic","43.2","36.5","50.1","43.2 (CI 36.5 - 50.1)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Utah","UT","RaceEthnicity","Multiple race, NH","36.6","25.9","48.8","36.6 (CI 25.9 - 48.8)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Utah","UT","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Utah","UT","RaceEthnicity","White, NH","35.6","31.0","40.4","35.6 (CI 31.0 - 40.4)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Utah","UT","Sex","Female","45.7","40.7","50.7","45.7 (CI 40.7 - 50.7)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Utah","UT","Sex","Male","28.1","23.3","33.4","28.1 (CI 23.3 - 33.4)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Utah","UT","Total","Total","36.7","33.2","40.4","36.7 (CI 33.2 - 40.4)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Vermont","VT","RaceEthnicity","AI/AN, NH","36.9","29.9","44.4","36.9 (CI 29.9 - 44.4)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Vermont","VT","RaceEthnicity","Asian, NH","23.5","20.3","27.1","23.5 (CI 20.3 - 27.1)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Vermont","VT","RaceEthnicity","Black, NH","36.3","32.0","40.8","36.3 (CI 32.0 - 40.8)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Vermont","VT","RaceEthnicity","Hispanic","37.3","34.2","40.5","37.3 (CI 34.2 - 40.5)"
"2019","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Vermont","VT","RaceEthnicity","Multiple race, NH","36.0","32.8","39.4","36.0 (CI 32.8 - 39.4)"
